transcript_id	gene_id	gene_name
ENSDART00000190938	ENSDARG00000105243	ogt.1
ENSDART00000173218	ENSDARG00000105188	vimr2
ENSDART00000189271	ENSDARG00000105188	vimr2
ENSDART00000180458	ENSDARG00000105188	vimr2
ENSDART00000089021	ENSDARG00000037488	canx
ENSDART00000084119	ENSDARG00000060018	si:ch1073-44g3.1
ENSDART00000105726	ENSDARG00000092553	slc25a5
ENSDART00000140369	ENSDARG00000092553	slc25a5
ENSDART00000078154	ENSDARG00000055752	npas4a
ENSDART00000159326	ENSDARG00000104068	gstp1.2
ENSDART00000165195	ENSDARG00000100233	si:ch1073-100e22.1
ENSDART00000112268	ENSDARG00000078106	ocrl
ENSDART00000163877	ENSDARG00000078106	ocrl
ENSDART00000106657	ENSDARG00000071871	glod5
ENSDART00000139292	ENSDARG00000092493	si:dkeyp-44a8.2
ENSDART00000169380	ENSDARG00000102048	slc25a43
ENSDART00000173441	ENSDARG00000105320	si:rp71-46j2.8
ENSDART00000064614	ENSDARG00000044011	xkrx
ENSDART00000167042	ENSDARG00000044011	xkrx
ENSDART00000192137	ENSDARG00000044011	xkrx
ENSDART00000172166	ENSDARG00000103101	ndufc1
ENSDART00000137154	ENSDARG00000062788	irg1l
ENSDART00000091158	ENSDARG00000062788	irg1l
ENSDART00000142011	ENSDARG00000062788	irg1l
ENSDART00000084114	ENSDARG00000060016	nsd1a
ENSDART00000181831	ENSDARG00000060016	nsd1a
ENSDART00000186170	ENSDARG00000060016	nsd1a
ENSDART00000001159	ENSDARG00000004115	mgat4b
ENSDART00000105721	ENSDARG00000071478	lnx2b
ENSDART00000141561	ENSDARG00000071478	lnx2b
ENSDART00000139159	ENSDARG00000071478	lnx2b
ENSDART00000187705	ENSDARG00000071478	lnx2b
ENSDART00000182867	ENSDARG00000071478	lnx2b
ENSDART00000086104	ENSDARG00000087574	nox1
ENSDART00000014411	ENSDARG00000004648	kctd16a
ENSDART00000165819	ENSDARG00000104182	si:ch211-231b5.9
ENSDART00000164547	ENSDARG00000099143	fnta
ENSDART00000171153	ENSDARG00000099143	fnta
ENSDART00000165830	ENSDARG00000099143	fnta
ENSDART00000158416	ENSDARG00000099143	fnta
ENSDART00000161713	ENSDARG00000062267	kdm3b
ENSDART00000168323	ENSDARG00000062267	kdm3b
ENSDART00000171294	ENSDARG00000062267	kdm3b
ENSDART00000089845	ENSDARG00000062267	kdm3b
ENSDART00000189403	ENSDARG00000062267	kdm3b
ENSDART00000172442	ENSDARG00000062267	kdm3b
ENSDART00000181913	ENSDARG00000062267	kdm3b
ENSDART00000134098	ENSDARG00000094324	efemp2a
ENSDART00000159582	ENSDARG00000101178	sh3rf2
ENSDART00000169151	ENSDARG00000101178	sh3rf2
ENSDART00000172149	ENSDARG00000101178	sh3rf2
ENSDART00000113711	ENSDARG00000074071	si:dkey-177p5.2
ENSDART00000144781	ENSDARG00000074071	si:dkey-177p5.2
ENSDART00000137493	ENSDARG00000074071	si:dkey-177p5.2
ENSDART00000160411	ENSDARG00000074071	si:dkey-177p5.2
ENSDART00000165275	ENSDARG00000104919	si:ch211-153b23.3
ENSDART00000145599	ENSDARG00000009209	slc9a6a
ENSDART00000026195	ENSDARG00000009209	slc9a6a
ENSDART00000141840	ENSDARG00000075014	sqstm1
ENSDART00000134366	ENSDARG00000075014	sqstm1
ENSDART00000140061	ENSDARG00000075014	sqstm1
ENSDART00000173277	ENSDARG00000010553	mmgt1
ENSDART00000016592	ENSDARG00000010553	mmgt1
ENSDART00000138434	ENSDARG00000010553	mmgt1
ENSDART00000124417	ENSDARG00000003213	naa15a
ENSDART00000017785	ENSDARG00000003213	naa15a
ENSDART00000168847	ENSDARG00000102499	si:dkey-100e19.10
ENSDART00000166979	ENSDARG00000095339	col23a1a
ENSDART00000133031	ENSDARG00000095339	col23a1a
ENSDART00000139669	ENSDARG00000030775	sybl1
ENSDART00000138758	ENSDARG00000030775	sybl1
ENSDART00000041099	ENSDARG00000030775	sybl1
ENSDART00000137427	ENSDARG00000074285	si:ch73-335m24.2
ENSDART00000111903	ENSDARG00000074285	si:ch73-335m24.2
ENSDART00000162840	ENSDARG00000074285	si:ch73-335m24.2
ENSDART00000124944	ENSDARG00000087538	kif3a
ENSDART00000123338	ENSDARG00000087538	kif3a
ENSDART00000173040	ENSDARG00000090788	cstf2
ENSDART00000124532	ENSDARG00000090788	cstf2
ENSDART00000125016	ENSDARG00000090788	cstf2
ENSDART00000169247	ENSDARG00000090788	cstf2
ENSDART00000130704	ENSDARG00000087909	il4
ENSDART00000074639	ENSDARG00000052739	egf
ENSDART00000172783	ENSDARG00000052739	egf
ENSDART00000126178	ENSDARG00000052739	egf
ENSDART00000161583	ENSDARG00000105109	si:ch1073-329i9.1
ENSDART00000075157	ENSDARG00000053166	chic1
ENSDART00000133126	ENSDARG00000016058	fibpa
ENSDART00000020936	ENSDARG00000016058	fibpa
ENSDART00000114973	ENSDARG00000036292	cdx4
ENSDART00000110424	ENSDARG00000077169	si:ch211-153b23.4
ENSDART00000142572	ENSDARG00000019353	sparc
ENSDART00000146022	ENSDARG00000019353	sparc
ENSDART00000141304	ENSDARG00000019353	sparc
ENSDART00000039660	ENSDARG00000019353	sparc
ENSDART00000141916	ENSDARG00000019353	sparc
ENSDART00000135627	ENSDARG00000019353	sparc
ENSDART00000181455	ENSDARG00000019353	sparc
ENSDART00000055817	ENSDARG00000038270	pigg
ENSDART00000172694	ENSDARG00000100834	si:ch73-335m24.8
ENSDART00000143290	ENSDARG00000093493	urp1
ENSDART00000019396	ENSDARG00000010625	clic2
ENSDART00000166439	ENSDARG00000100249	si:ch211-266k2.1
ENSDART00000162196	ENSDARG00000089372	clk4a
ENSDART00000126279	ENSDARG00000089372	clk4a
ENSDART00000159526	ENSDARG00000043359	rmnd5b
ENSDART00000063643	ENSDARG00000043359	rmnd5b
ENSDART00000169096	ENSDARG00000043359	rmnd5b
ENSDART00000128744	ENSDARG00000043359	rmnd5b
ENSDART00000074116	ENSDARG00000052290	rab33ba
ENSDART00000165795	ENSDARG00000057055	ndufs8b
ENSDART00000079649	ENSDARG00000057055	ndufs8b
ENSDART00000111480	ENSDARG00000077912	bcorl1
ENSDART00000173335	ENSDARG00000077912	bcorl1
ENSDART00000190857	ENSDARG00000077912	bcorl1
ENSDART00000034438	ENSDARG00000057026	ran
ENSDART00000137589	ENSDARG00000057026	ran
ENSDART00000144503	ENSDARG00000057026	ran
ENSDART00000128717	ENSDARG00000057026	ran
ENSDART00000169202	ENSDARG00000058206	si:ch211-153b23.5
ENSDART00000162946	ENSDARG00000058206	si:ch211-153b23.5
ENSDART00000167579	ENSDARG00000058206	si:ch211-153b23.5
ENSDART00000171962	ENSDARG00000058206	si:ch211-153b23.5
ENSDART00000186425	ENSDARG00000058206	si:ch211-153b23.5
ENSDART00000087884	ENSDARG00000061543	ccdc85b
ENSDART00000170167	ENSDARG00000040478	lrp2bp
ENSDART00000159470	ENSDARG00000041619	rack1
ENSDART00000061001	ENSDARG00000041619	rack1
ENSDART00000161141	ENSDARG00000099956	si:dkey-83d4.5
ENSDART00000169527	ENSDARG00000099545	snx25
ENSDART00000179870	ENSDARG00000099545	snx25
ENSDART00000133052	ENSDARG00000052609	si:ch211-274f20.4
ENSDART00000131700	ENSDARG00000052609	si:ch211-274f20.4
ENSDART00000031640	ENSDARG00000026616	zgc:113425
ENSDART00000132966	ENSDARG00000026616	zgc:113425
ENSDART00000060998	ENSDARG00000041617	nme5
ENSDART00000109181	ENSDARG00000073820	zgc:174917
ENSDART00000186166	ENSDARG00000073820	zgc:174917
ENSDART00000186873	ENSDARG00000073820	zgc:174917
ENSDART00000186986	ENSDARG00000073820	zgc:174917
ENSDART00000172860	ENSDARG00000105377	si:ch211-277c7.6
ENSDART00000170626	ENSDARG00000105215	kdrl
ENSDART00000106096	ENSDARG00000071640	drd1a
ENSDART00000112438	ENSDARG00000036383	slc24a6a
ENSDART00000008373	ENSDARG00000015355	fosl1a
ENSDART00000146767	ENSDARG00000015355	fosl1a
ENSDART00000016002	ENSDARG00000015759	tspan6
ENSDART00000149886	ENSDARG00000015759	tspan6
ENSDART00000173146	ENSDARG00000105348	si:ch211-277c7.7
ENSDART00000172747	ENSDARG00000105348	si:ch211-277c7.7
ENSDART00000127208	ENSDARG00000088612	si:ch211-153b23.7
ENSDART00000133522	ENSDARG00000056691	cpeb4a
ENSDART00000136218	ENSDARG00000056691	cpeb4a
ENSDART00000124255	ENSDARG00000056691	cpeb4a
ENSDART00000143695	ENSDARG00000056691	cpeb4a
ENSDART00000079226	ENSDARG00000056691	cpeb4a
ENSDART00000177062	ENSDARG00000056691	cpeb4a
ENSDART00000123152	ENSDARG00000056691	cpeb4a
ENSDART00000186611	ENSDARG00000056691	cpeb4a
ENSDART00000181415	ENSDARG00000056691	cpeb4a
ENSDART00000105767	ENSDARG00000071498	fhl1a
ENSDART00000172940	ENSDARG00000071498	fhl1a
ENSDART00000172835	ENSDARG00000071498	fhl1a
ENSDART00000003170	ENSDARG00000018145	mid1ip1l
ENSDART00000173099	ENSDARG00000018145	mid1ip1l
ENSDART00000181220	ENSDARG00000018145	mid1ip1l
ENSDART00000077823	ENSDARG00000055463	lrit3a
ENSDART00000158396	ENSDARG00000105142	tcirg1b
ENSDART00000170758	ENSDARG00000105142	tcirg1b
ENSDART00000169549	ENSDARG00000105142	tcirg1b
ENSDART00000157957	ENSDARG00000105142	tcirg1b
ENSDART00000158576	ENSDARG00000104651	msx2a
ENSDART00000058503	ENSDARG00000055455	gpm6aa
ENSDART00000173006	ENSDARG00000055455	gpm6aa
ENSDART00000165128	ENSDARG00000040469	enpp6
ENSDART00000059231	ENSDARG00000040469	enpp6
ENSDART00000148882	ENSDARG00000013335	anxa6
ENSDART00000148807	ENSDARG00000013335	anxa6
ENSDART00000006073	ENSDARG00000013335	anxa6
ENSDART00000105346	ENSDARG00000013335	anxa6
ENSDART00000123053	ENSDARG00000087693	atox1
ENSDART00000172909	ENSDARG00000087693	atox1
ENSDART00000149087	ENSDARG00000075618	slc36a1
ENSDART00000168546	ENSDARG00000105134	zdhhc24
ENSDART00000189778	ENSDARG00000105134	zdhhc24
ENSDART00000165647	ENSDARG00000104486	si:dkey-1a23.2
ENSDART00000113470	ENSDARG00000078995	tex11
ENSDART00000158120	ENSDARG00000078995	tex11
ENSDART00000171829	ENSDARG00000074865	frmpd3
ENSDART00000159660	ENSDARG00000074865	frmpd3
ENSDART00000110004	ENSDARG00000074865	frmpd3
ENSDART00000188138	ENSDARG00000074865	frmpd3
ENSDART00000193290	ENSDARG00000074865	frmpd3
ENSDART00000084104	ENSDARG00000060007	n4bp3
ENSDART00000148447	ENSDARG00000007960	hnrnpaba
ENSDART00000149114	ENSDARG00000007960	hnrnpaba
ENSDART00000148497	ENSDARG00000007960	hnrnpaba
ENSDART00000149492	ENSDARG00000007960	hnrnpaba
ENSDART00000148394	ENSDARG00000007960	hnrnpaba
ENSDART00000150050	ENSDARG00000007960	hnrnpaba
ENSDART00000161435	ENSDARG00000001880	stx3b
ENSDART00000169942	ENSDARG00000001880	stx3b
ENSDART00000073707	ENSDARG00000001880	stx3b
ENSDART00000183667	ENSDARG00000001880	stx3b
ENSDART00000173319	ENSDARG00000021392	chrnb5b
ENSDART00000039985	ENSDARG00000021392	chrnb5b
ENSDART00000173316	ENSDARG00000105392	si:ch73-22o18.1
ENSDART00000009385	ENSDARG00000019636	yif1a
ENSDART00000137782	ENSDARG00000019636	yif1a
ENSDART00000172778	ENSDARG00000019636	yif1a
ENSDART00000173394	ENSDARG00000019636	yif1a
ENSDART00000150131	ENSDARG00000012057	mtnr1al
ENSDART00000149244	ENSDARG00000056018	itga6l
ENSDART00000149407	ENSDARG00000056018	itga6l
ENSDART00000148558	ENSDARG00000056018	itga6l
ENSDART00000188013	ENSDARG00000056018	itga6l
ENSDART00000074401	ENSDARG00000056018	itga6l
ENSDART00000145039	ENSDARG00000061548	si:ch211-145o7.3
ENSDART00000148978	ENSDARG00000038508	chrnb3b
ENSDART00000050037	ENSDARG00000038508	chrnb3b
ENSDART00000074424	ENSDARG00000036125	nitr13
ENSDART00000172938	ENSDARG00000036125	nitr13
ENSDART00000128515	ENSDARG00000087094	foxa
ENSDART00000167774	ENSDARG00000087094	foxa
ENSDART00000142047	ENSDARG00000071397	si:rp71-24b12.3
ENSDART00000161555	ENSDARG00000071397	si:rp71-24b12.3
ENSDART00000167856	ENSDARG00000103774	limch1b
ENSDART00000170208	ENSDARG00000103774	limch1b
ENSDART00000161201	ENSDARG00000103774	limch1b
ENSDART00000159796	ENSDARG00000103774	limch1b
ENSDART00000163013	ENSDARG00000103774	limch1b
ENSDART00000173175	ENSDARG00000105337	si:rp71-24b12.4
ENSDART00000158329	ENSDARG00000015653	tnip1
ENSDART00000172850	ENSDARG00000015653	tnip1
ENSDART00000169441	ENSDARG00000015653	tnip1
ENSDART00000020961	ENSDARG00000015653	tnip1
ENSDART00000163039	ENSDARG00000052556	fgfrl1b
ENSDART00000185925	ENSDARG00000052556	fgfrl1b
ENSDART00000106654	ENSDARG00000071868	znf711
ENSDART00000111839	ENSDARG00000078133	kdm2ab
ENSDART00000186326	ENSDARG00000078133	kdm2ab
ENSDART00000029366	ENSDARG00000025577	zgc:66447
ENSDART00000193741	ENSDARG00000025577	zgc:66447
ENSDART00000052562	ENSDARG00000036189	spata4
ENSDART00000185199	ENSDARG00000036189	spata4
ENSDART00000149396	ENSDARG00000036375	cyfip2
ENSDART00000123607	ENSDARG00000036375	cyfip2
ENSDART00000190746	ENSDARG00000036375	cyfip2
ENSDART00000186062	ENSDARG00000036375	cyfip2
ENSDART00000138376	ENSDARG00000097938	asb5a
ENSDART00000173140	ENSDARG00000097938	asb5a
ENSDART00000128244	ENSDARG00000097938	asb5a
ENSDART00000014149	ENSDARG00000018923	fat2
ENSDART00000166699	ENSDARG00000018923	fat2
ENSDART00000161933	ENSDARG00000101321	si:ch211-117i7.2
ENSDART00000170784	ENSDARG00000098140	ankrd13d
ENSDART00000164023	ENSDARG00000098140	ankrd13d
ENSDART00000063625	ENSDARG00000043342	gpx3
ENSDART00000173350	ENSDARG00000004889	aga
ENSDART00000016728	ENSDARG00000004889	aga
ENSDART00000015761	ENSDARG00000020079	neil3
ENSDART00000142930	ENSDARG00000020079	neil3
ENSDART00000123343	ENSDARG00000020079	neil3
ENSDART00000157637	ENSDARG00000041607	eif4ebp3l
ENSDART00000060990	ENSDARG00000041607	eif4ebp3l
ENSDART00000022236	ENSDARG00000020417	emx3
ENSDART00000164692	ENSDARG00000023988	dctn4
ENSDART00000171925	ENSDARG00000023988	dctn4
ENSDART00000167713	ENSDARG00000023988	dctn4
ENSDART00000036462	ENSDARG00000023988	dctn4
ENSDART00000042887	ENSDARG00000035101	dicp2.1
ENSDART00000164047	ENSDARG00000099539	dicp2.2
ENSDART00000161695	ENSDARG00000099539	dicp2.2
ENSDART00000163716	ENSDARG00000099539	dicp2.2
ENSDART00000163766	ENSDARG00000091029	phox2bb
ENSDART00000170277	ENSDARG00000091029	phox2bb
ENSDART00000106333	ENSDARG00000091029	phox2bb
ENSDART00000157635	ENSDARG00000040881	hnrnph1
ENSDART00000059918	ENSDARG00000040881	hnrnph1
ENSDART00000169235	ENSDARG00000099767	fhdc2
ENSDART00000159465	ENSDARG00000099767	fhdc2
ENSDART00000193050	ENSDARG00000099767	fhdc2
ENSDART00000160173	ENSDARG00000076796	dlg3
ENSDART00000163795	ENSDARG00000076796	dlg3
ENSDART00000078856	ENSDARG00000076796	dlg3
ENSDART00000165726	ENSDARG00000076796	dlg3
ENSDART00000074720	ENSDARG00000076796	dlg3
ENSDART00000180583	ENSDARG00000076796	dlg3
ENSDART00000158002	ENSDARG00000103278	linc.phox2bb
ENSDART00000169456	ENSDARG00000105261	nfkb1
ENSDART00000164967	ENSDARG00000105261	nfkb1
ENSDART00000015670	ENSDARG00000016318	med7
ENSDART00000135556	ENSDARG00000075048	lonrf4
ENSDART00000003993	ENSDARG00000017565	itk
ENSDART00000172753	ENSDARG00000017565	itk
ENSDART00000170154	ENSDARG00000041257	smtnl1
ENSDART00000060479	ENSDARG00000041257	smtnl1
ENSDART00000136233	ENSDARG00000087599	TENM3
ENSDART00000184727	ENSDARG00000087599	TENM3
ENSDART00000188625	ENSDARG00000087599	TENM3
ENSDART00000180247	ENSDARG00000087599	TENM3
ENSDART00000192286	ENSDARG00000087599	TENM3
ENSDART00000125345	ENSDARG00000087599	TENM3
ENSDART00000168142	ENSDARG00000099749	ube2d2l
ENSDART00000074786	ENSDARG00000052855	ctso
ENSDART00000150458	ENSDARG00000071429	tdo2a
ENSDART00000150564	ENSDARG00000071429	tdo2a
ENSDART00000105590	ENSDARG00000071429	tdo2a
ENSDART00000150454	ENSDARG00000071429	tdo2a
ENSDART00000150731	ENSDARG00000071429	tdo2a
ENSDART00000150729	ENSDARG00000071429	tdo2a
ENSDART00000161245	ENSDARG00000098158	cpxm1b
ENSDART00000080712	ENSDARG00000057949	slc43a3b
ENSDART00000161489	ENSDARG00000057949	slc43a3b
ENSDART00000158277	ENSDARG00000102463	cox18
ENSDART00000162321	ENSDARG00000102463	cox18
ENSDART00000054598	ENSDARG00000037495	rtn4rl2b
ENSDART00000162604	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000166728	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000170317	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000164794	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000170954	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000164198	ENSDARG00000100366	si:dkey-102m7.3
ENSDART00000157647	ENSDARG00000098783	polr2b
ENSDART00000160293	ENSDARG00000098783	polr2b
ENSDART00000162719	ENSDARG00000098783	polr2b
ENSDART00000167276	ENSDARG00000098783	polr2b
ENSDART00000167045	ENSDARG00000098783	polr2b
ENSDART00000160952	ENSDARG00000102934	noa1
ENSDART00000163856	ENSDARG00000102934	noa1
ENSDART00000169352	ENSDARG00000104138	igfbp7
ENSDART00000157833	ENSDARG00000104138	igfbp7
ENSDART00000021437	ENSDARG00000021352	gria1a
ENSDART00000164132	ENSDARG00000098173	si:ch211-207b20.2
ENSDART00000163046	ENSDARG00000103615	si:dkey-31j3.11
ENSDART00000168615	ENSDARG00000089767	rnf130
ENSDART00000158052	ENSDARG00000089767	rnf130
ENSDART00000109293	ENSDARG00000089767	rnf130
ENSDART00000111674	ENSDARG00000079399	F2RL3
ENSDART00000131861	ENSDARG00000092970	tmsb2
ENSDART00000171064	ENSDARG00000076090	jakmip1
ENSDART00000173944	ENSDARG00000076090	jakmip1
ENSDART00000172317	ENSDARG00000076090	jakmip1
ENSDART00000168853	ENSDARG00000076090	jakmip1
ENSDART00000160971	ENSDARG00000076090	jakmip1
ENSDART00000191747	ENSDARG00000076090	jakmip1
ENSDART00000148044	ENSDARG00000052910	wnt8a
ENSDART00000144301	ENSDARG00000052910	wnt8a
ENSDART00000132193	ENSDARG00000052910	wnt8a
ENSDART00000141058	ENSDARG00000105311	ENSDARG00000105311
ENSDART00000135991	ENSDARG00000105311	ENSDARG00000105311
ENSDART00000192570	ENSDARG00000105311	ENSDARG00000105311
ENSDART00000147756	ENSDARG00000078507	wnt8a
ENSDART00000112082	ENSDARG00000078685	rufy1
ENSDART00000171792	ENSDARG00000078685	rufy1
ENSDART00000109138	ENSDARG00000075121	hbegfa
ENSDART00000149049	ENSDARG00000075121	hbegfa
ENSDART00000171311	ENSDARG00000100596	si:ch73-43g23.1
ENSDART00000054803	ENSDARG00000037628	trpt1
ENSDART00000172020	ENSDARG00000037628	trpt1
ENSDART00000170994	ENSDARG00000063095	ctsf
ENSDART00000172483	ENSDARG00000063095	ctsf
ENSDART00000129898	ENSDARG00000063095	ctsf
ENSDART00000167994	ENSDARG00000078572	stox2b
ENSDART00000166532	ENSDARG00000078572	stox2b
ENSDART00000108796	ENSDARG00000078572	stox2b
ENSDART00000189628	ENSDARG00000109337	nanos1
ENSDART00000168951	ENSDARG00000104348	fgf2
ENSDART00000178932	ENSDARG00000052368	cltb
ENSDART00000035581	ENSDARG00000021566	OTOP1
ENSDART00000054823	ENSDARG00000037640	aurkb
ENSDART00000122521	ENSDARG00000091321	ENSDARG00000091321
ENSDART00000158405	ENSDARG00000104217	gpc2
ENSDART00000186416	ENSDARG00000114748	ENSDARG00000114748
ENSDART00000180099	ENSDARG00000115599	5S_rRNA
ENSDART00000170949	ENSDARG00000099034	unc5a
ENSDART00000159639	ENSDARG00000103854	pdlim7
ENSDART00000184588	ENSDARG00000115495	U3
ENSDART00000157696	ENSDARG00000079469	trpc7b
ENSDART00000172902	ENSDARG00000032929	cryba1l1
ENSDART00000047525	ENSDARG00000032929	cryba1l1
ENSDART00000166924	ENSDARG00000098660	ENSDARG00000098660
ENSDART00000164411	ENSDARG00000102111	zbtb49
ENSDART00000029797	ENSDARG00000052374	faf2
ENSDART00000166173	ENSDARG00000098507	lyar
ENSDART00000173292	ENSDARG00000034871	mid2
ENSDART00000007091	ENSDARG00000016112	bbs12
ENSDART00000188008	ENSDARG00000016112	bbs12
ENSDART00000164511	ENSDARG00000104133	5S_rRNA
ENSDART00000165096	ENSDARG00000101582	5S_rRNA
ENSDART00000188788	ENSDARG00000113344	ENSDARG00000113344
ENSDART00000172660	ENSDARG00000100879	mir19d
ENSDART00000159774	ENSDARG00000104408	zgc:152774
ENSDART00000164408	ENSDARG00000104408	zgc:152774
ENSDART00000177130	ENSDARG00000108120	5S_rRNA
ENSDART00000183475	ENSDARG00000114807	U3
ENSDART00000187387	ENSDARG00000114688	ENSDARG00000114688
ENSDART00000083797	ENSDARG00000043627	tbc1d9b
ENSDART00000176087	ENSDARG00000043627	tbc1d9b
ENSDART00000180999	ENSDARG00000109988	5S_rRNA
ENSDART00000060417	ENSDARG00000041215	cetn4
ENSDART00000178664	ENSDARG00000107707	5S_rRNA
ENSDART00000110191	ENSDARG00000075467	shisa3
ENSDART00000191176	ENSDARG00000113902	ENSDARG00000113902
ENSDART00000044678	ENSDARG00000113737	ENSDARG00000113737
ENSDART00000192863	ENSDARG00000113737	ENSDARG00000113737
ENSDART00000186528	ENSDARG00000114803	ENSDARG00000114803
ENSDART00000125969	ENSDARG00000089055	ube2ka
ENSDART00000074216	ENSDARG00000052371	higd2a
ENSDART00000119090	ENSDARG00000083690	5S_rRNA
ENSDART00000171449	ENSDARG00000102120	SNORA74
ENSDART00000121948	ENSDARG00000112315	mir733
ENSDART00000179907	ENSDARG00000105285	FAT4
ENSDART00000163976	ENSDARG00000105285	FAT4
ENSDART00000190906	ENSDARG00000105285	FAT4
ENSDART00000180018	ENSDARG00000105285	FAT4
ENSDART00000117029	ENSDARG00000081375	mir457b
ENSDART00000174562	ENSDARG00000068586	ENSDARG00000068586
ENSDART00000170664	ENSDARG00000101904	5S_rRNA
ENSDART00000118900	ENSDARG00000080037	5S_rRNA
ENSDART00000116712	ENSDARG00000082654	5S_rRNA
ENSDART00000054822	ENSDARG00000037639	nkx3-2
ENSDART00000122928	ENSDARG00000088287	mir194b
ENSDART00000192351	ENSDARG00000115518	ENSDARG00000115518
ENSDART00000192793	ENSDARG00000111091	ENSDARG00000111091
ENSDART00000191193	ENSDARG00000110744	cytl1
ENSDART00000120461	ENSDARG00000085061	5S_rRNA
ENSDART00000172137	ENSDARG00000103523	nudt6
ENSDART00000181289	ENSDARG00000103523	nudt6
ENSDART00000178256	ENSDARG00000106145	5S_rRNA
ENSDART00000187945	ENSDARG00000109938	U3
ENSDART00000183382	ENSDARG00000098788	pcdh2g28
ENSDART00000111335	ENSDARG00000098788	pcdh2g28
ENSDART00000114039	ENSDARG00000098788	pcdh2g28
ENSDART00000170346	ENSDARG00000098788	pcdh2g28
ENSDART00000161783	ENSDARG00000098788	pcdh2g28
ENSDART00000193254	ENSDARG00000098788	pcdh2g28
ENSDART00000163975	ENSDARG00000098788	pcdh2g28
ENSDART00000189052	ENSDARG00000098788	pcdh2g28
ENSDART00000135733	ENSDARG00000098788	pcdh2g28
ENSDART00000125521	ENSDARG00000098788	pcdh2g28
ENSDART00000159435	ENSDARG00000098788	pcdh2g28
ENSDART00000179518	ENSDARG00000108513	5S_rRNA
ENSDART00000181071	ENSDARG00000112214	5S_rRNA
ENSDART00000097748	ENSDARG00000067847	il21
ENSDART00000117229	ENSDARG00000082778	mir18c
ENSDART00000116051	ENSDARG00000081843	5S_rRNA
ENSDART00000164988	ENSDARG00000089505	bod1l1
ENSDART00000161122	ENSDARG00000089505	bod1l1
ENSDART00000164126	ENSDARG00000098565	5S_rRNA
ENSDART00000188649	ENSDARG00000113299	ENSDARG00000113299
ENSDART00000169496	ENSDARG00000101299	ENSDARG00000101299
ENSDART00000118982	ENSDARG00000083541	5S_rRNA
ENSDART00000187097	ENSDARG00000117001	ENSDARG00000117001
ENSDART00000185481	ENSDARG00000114495	ATP8A1
ENSDART00000184717	ENSDARG00000114495	ATP8A1
ENSDART00000186658	ENSDARG00000112944	ENSDARG00000112944
ENSDART00000067147	ENSDARG00000045666	ANKRD50
ENSDART00000112875	ENSDARG00000101338	ENSDARG00000101338
ENSDART00000174675	ENSDARG00000107444	hrh2a
ENSDART00000169090	ENSDARG00000098694	slc16a2
ENSDART00000158905	ENSDARG00000098694	slc16a2
ENSDART00000184118	ENSDARG00000114870	ENSDARG00000114870
ENSDART00000182203	ENSDARG00000117200	ENSDARG00000117200
ENSDART00000178086	ENSDARG00000107724	5S_rRNA
ENSDART00000159988	ENSDARG00000102831	fam193b
ENSDART00000170410	ENSDARG00000059150	tmem107
ENSDART00000170538	ENSDARG00000100037	ENSDARG00000100037
ENSDART00000183103	ENSDARG00000111813	ENSDARG00000111813
ENSDART00000193707	ENSDARG00000041332	tmem33
ENSDART00000060577	ENSDARG00000041332	tmem33
ENSDART00000014454	ENSDARG00000013389	gabra4
ENSDART00000119943	ENSDARG00000084543	ENSDARG00000084543
ENSDART00000116231	ENSDARG00000081146	5S_rRNA
ENSDART00000178857	ENSDARG00000112630	5S_rRNA
ENSDART00000190129	ENSDARG00000112835	5S_rRNA
ENSDART00000169624	ENSDARG00000104789	dele1
ENSDART00000177643	ENSDARG00000108241	5S_rRNA
ENSDART00000146918	ENSDARG00000068582	rnf44
ENSDART00000163865	ENSDARG00000068582	rnf44
ENSDART00000116362	ENSDARG00000083171	ENSDARG00000083171
ENSDART00000116220	ENSDARG00000081745	mir218a-1
ENSDART00000159805	ENSDARG00000103290	ENSDARG00000103290
ENSDART00000177244	ENSDARG00000100897	pdgfrb
ENSDART00000167247	ENSDARG00000100897	pdgfrb
ENSDART00000188082	ENSDARG00000104806	fbxw11a
ENSDART00000167293	ENSDARG00000104806	fbxw11a
ENSDART00000185486	ENSDARG00000114583	ENSDARG00000114583
ENSDART00000128971	ENSDARG00000088439	gm2a
ENSDART00000168673	ENSDARG00000088439	gm2a
ENSDART00000192515	ENSDARG00000114067	tspan17
ENSDART00000185803	ENSDARG00000011094	ccna2
ENSDART00000188313	ENSDARG00000011094	ccna2
ENSDART00000031498	ENSDARG00000011094	ccna2
ENSDART00000191575	ENSDARG00000112273	5S_rRNA
ENSDART00000185396	ENSDARG00000109256	ENSDARG00000109256
ENSDART00000116314	ENSDARG00000082513	dre-mir-143
ENSDART00000185606	ENSDARG00000114022	WDR1
ENSDART00000188819	ENSDARG00000116118	msx1a
ENSDART00000180650	ENSDARG00000116118	msx1a
ENSDART00000166910	ENSDARG00000105210	etf1a
ENSDART00000159037	ENSDARG00000101889	mir25
ENSDART00000115093	ENSDARG00000079065	ankrd50
ENSDART00000178639	ENSDARG00000106873	ENSDARG00000106873
ENSDART00000192596	ENSDARG00000113745	U3
ENSDART00000128751	ENSDARG00000086105	Vault
